antecedent_str,consequent_str,support,confidence,lift,leverage,conviction,antecedent_items,consequent_items,antecedent_len,consequent_len
"Tea, Sugar","Coffee, Cookies",0.03,0.5102040816326531,8.176347462061749,0.02633088,1.9142666666666668,"['Tea', 'Sugar']","['Coffee', 'Cookies']",2,2
"Coffee, Cookies","Tea, Sugar",0.03,0.4807692307692308,8.176347462061749,0.02633088,1.8126814814814818,"['Coffee', 'Cookies']","['Tea', 'Sugar']",2,2
"Sugar, Jam, Bread","Coffee, Butter",0.0316,0.7117117117117118,8.16183155632697,0.027728320000000004,3.1662750000000006,"['Sugar', 'Jam', 'Bread']","['Coffee', 'Butter']",3,2
"Coffee, Butter","Sugar, Jam, Bread",0.0316,0.3623853211009175,8.16183155632697,0.027728320000000004,1.4987107913669067,"['Coffee', 'Butter']","['Sugar', 'Jam', 'Bread']",2,3
"Pasta, Butter","Tomato Sauce, Bread",0.0456,0.7169811320754716,8.147512864493997,0.0400032,3.2223999999999995,"['Pasta', 'Butter']","['Tomato Sauce', 'Bread']",2,2
"Tomato Sauce, Bread","Pasta, Butter",0.0456,0.5181818181818182,8.147512864493995,0.0400032,1.9434716981132076,"['Tomato Sauce', 'Bread']","['Pasta', 'Butter']",2,2
"Pasta, Sugar, Tomato Sauce, Milk","Cheese, Coffee",0.02,0.5813953488372093,8.120046771469404,0.01753696,2.2178444444444447,"['Pasta', 'Sugar', 'Tomato Sauce', 'Milk']","['Cheese', 'Coffee']",4,2
"Cheese, Coffee","Pasta, Sugar, Tomato Sauce, Milk",0.02,0.2793296089385475,8.120046771469404,0.01753696,1.339863565891473,"['Cheese', 'Coffee']","['Pasta', 'Sugar', 'Tomato Sauce', 'Milk']",2,4
"Sugar, Jam, Butter","Coffee, Milk, Bread",0.0248,0.5636363636363636,8.098223615464995,0.0217376,2.1321666666666665,"['Sugar', 'Jam', 'Butter']","['Coffee', 'Milk', 'Bread']",3,3
"Coffee, Milk, Bread","Sugar, Jam, Butter",0.0248,0.3563218390804598,8.098223615464995,0.0217376,1.4852142857142856,"['Coffee', 'Milk', 'Bread']","['Sugar', 'Jam', 'Butter']",3,3
"Pasta, Jam","Tomato Sauce, Bread, Butter",0.0284,0.5590551181102362,8.078831186564107,0.024884640000000003,2.1109214285714284,"['Pasta', 'Jam']","['Tomato Sauce', 'Bread', 'Butter']",2,3
"Tomato Sauce, Bread, Butter","Pasta, Jam",0.0284,0.41040462427745666,8.078831186564107,0.024884640000000003,1.6099176470588235,"['Tomato Sauce', 'Bread', 'Butter']","['Pasta', 'Jam']",3,2
"Wine, Tea","Cheese, Cookies",0.02,0.5,8.064516129032258,0.01752,1.876,"['Wine', 'Tea']","['Cheese', 'Cookies']",2,2
"Cheese, Cookies","Wine, Tea",0.02,0.3225806451612903,8.064516129032258,0.01752,1.417142857142857,"['Cheese', 'Cookies']","['Wine', 'Tea']",2,2
"Coffee, Pasta, Sugar","Cheese, Tomato Sauce, Milk",0.02,0.46296296296296297,8.037551440329219,0.01751168,1.7548137931034484,"['Coffee', 'Pasta', 'Sugar']","['Cheese', 'Tomato Sauce', 'Milk']",3,3
"Cheese, Tomato Sauce, Milk","Coffee, Pasta, Sugar",0.02,0.34722222222222227,8.037551440329219,0.01751168,1.4657361702127663,"['Cheese', 'Tomato Sauce', 'Milk']","['Coffee', 'Pasta', 'Sugar']",3,3
"Milk, Sugar, Bread","Coffee, Butter",0.0408,0.6986301369863014,8.011813497549328,0.035707520000000006,3.0288363636363638,"['Milk', 'Sugar', 'Bread']","['Coffee', 'Butter']",3,2
"Coffee, Butter","Milk, Sugar, Bread",0.0408,0.46788990825688076,8.011813497549328,0.035707520000000006,1.7695586206896554,"['Coffee', 'Butter']","['Milk', 'Sugar', 'Bread']",2,3
"Tomato Sauce, Butter","Pasta, Milk, Bread",0.0208,0.24644549763033174,8.001477195789992,0.018200479999999998,1.2861710691823898,"['Tomato Sauce', 'Butter']","['Pasta', 'Milk', 'Bread']",2,3
"Pasta, Milk, Bread","Tomato Sauce, Butter",0.0208,0.6753246753246752,8.00147719578999,0.018200479999999998,2.820047999999999,"['Pasta', 'Milk', 'Bread']","['Tomato Sauce', 'Butter']",3,2
"Sugar, Jam, Butter","Coffee, Bread",0.0316,0.7181818181818183,7.944489139179406,0.027622400000000005,3.227612903225807,"['Sugar', 'Jam', 'Butter']","['Coffee', 'Bread']",3,2
"Coffee, Bread","Sugar, Jam, Butter",0.0316,0.34955752212389385,7.944489139179406,0.027622400000000005,1.469768707482993,"['Coffee', 'Bread']","['Sugar', 'Jam', 'Butter']",2,3
"Cheese, Tomato Sauce, Milk","Coffee, Pasta",0.0268,0.4652777777777778,7.912887377173092,0.023413120000000003,1.7601662337662338,"['Cheese', 'Tomato Sauce', 'Milk']","['Coffee', 'Pasta']",3,2
"Coffee, Pasta","Cheese, Tomato Sauce, Milk",0.0268,0.4557823129251701,7.912887377173091,0.023413120000000003,1.7316600000000002,"['Coffee', 'Pasta']","['Cheese', 'Tomato Sauce', 'Milk']",2,3
"Diapers, Butter","Beer, Bread",0.024,0.49586776859504134,7.846008996756982,0.02094112,1.8582426229508195,"['Diapers', 'Butter']","['Beer', 'Bread']",2,2
"Beer, Bread","Diapers, Butter",0.024,0.37974683544303794,7.846008996756982,0.02094112,1.5342122448979592,"['Beer', 'Bread']","['Diapers', 'Butter']",2,2
"Tomato Sauce, Milk, Butter","Pasta, Bread",0.0208,0.5416666666666667,7.7825670498084305,0.01812736,2.029963636363637,"['Tomato Sauce', 'Milk', 'Butter']","['Pasta', 'Bread']",3,2
"Pasta, Bread","Tomato Sauce, Milk, Butter",0.0208,0.2988505747126437,7.7825670498084305,0.01812736,1.3714622950819675,"['Pasta', 'Bread']","['Tomato Sauce', 'Milk', 'Butter']",2,3
"Pasta, Milk, Butter","Tomato Sauce, Bread",0.0208,0.6842105263157895,7.775119617224881,0.0181248,2.8880000000000003,"['Pasta', 'Milk', 'Butter']","['Tomato Sauce', 'Bread']",3,2
"Tomato Sauce, Bread","Pasta, Milk, Butter",0.0208,0.23636363636363636,7.77511961722488,0.0181248,1.2697142857142856,"['Tomato Sauce', 'Bread']","['Pasta', 'Milk', 'Butter']",2,3
"Beer, Butter","Diapers, Bread",0.024,0.43165467625899284,7.763573314010663,0.02090864,1.66166582278481,"['Beer', 'Butter']","['Diapers', 'Bread']",2,2
"Diapers, Bread","Beer, Butter",0.024,0.43165467625899284,7.763573314010663,0.02090864,1.66166582278481,"['Diapers', 'Bread']","['Beer', 'Butter']",2,2
"Pasta, Bread","Tomato Sauce, Butter",0.0456,0.6551724137931035,7.762706324562838,0.03972576,2.6552400000000005,"['Pasta', 'Bread']","['Tomato Sauce', 'Butter']",2,2
"Tomato Sauce, Butter","Pasta, Bread",0.0456,0.5402843601895735,7.762706324562838,0.03972576,2.023859793814433,"['Tomato Sauce', 'Butter']","['Pasta', 'Bread']",2,2
"Tea, Bread, Butter","Jam, Cookies",0.026,0.4452054794520548,7.729261796042619,0.02263616,1.6986469135802469,"['Tea', 'Bread', 'Butter']","['Jam', 'Cookies']",3,2
"Jam, Cookies","Tea, Bread, Butter",0.026,0.4513888888888889,7.729261796042618,0.02263616,1.7163341772151897,"['Jam', 'Cookies']","['Tea', 'Bread', 'Butter']",2,3
"Jam, Tomato Sauce","Pasta, Butter",0.0296,0.4900662251655629,7.7054437919113665,0.02575856,1.8363168831168835,"['Jam', 'Tomato Sauce']","['Pasta', 'Butter']",2,2
"Pasta, Butter","Jam, Tomato Sauce",0.0296,0.46540880503144655,7.7054437919113665,0.02575856,1.757604705882353,"['Pasta', 'Butter']","['Jam', 'Tomato Sauce']",2,2
"Tea, Jam","Cookies, Bread, Butter",0.026,0.47101449275362317,7.696315241072274,0.022621759999999998,1.774717808219178,"['Tea', 'Jam']","['Cookies', 'Bread', 'Butter']",2,3
"Cookies, Bread, Butter","Tea, Jam",0.026,0.42483660130718953,7.696315241072274,0.022621759999999998,1.6426636363636364,"['Cookies', 'Bread', 'Butter']","['Tea', 'Jam']",3,2
"Coffee, Jam, Butter","Sugar, Bread",0.0316,0.6929824561403509,7.665735134295918,0.027477760000000004,2.9626971428571434,"['Coffee', 'Jam', 'Butter']","['Sugar', 'Bread']",3,2
"Sugar, Bread","Coffee, Jam, Butter",0.0316,0.34955752212389385,7.665735134295917,0.027477760000000004,1.467308843537415,"['Sugar', 'Bread']","['Coffee', 'Jam', 'Butter']",2,3
"Coffee, Cookies, Milk","Tea, Sugar",0.0216,0.45,7.653061224489797,0.018777600000000002,1.7112727272727273,"['Coffee', 'Cookies', 'Milk']","['Tea', 'Sugar']",3,2
"Tea, Sugar","Coffee, Cookies, Milk",0.0216,0.3673469387755102,7.653061224489796,0.018777600000000002,1.504774193548387,"['Tea', 'Sugar']","['Coffee', 'Cookies', 'Milk']",2,3
"Coffee, Sugar, Tomato Sauce","Cheese, Pasta, Milk",0.02,0.4132231404958678,7.652280379553107,0.0173864,1.6121971830985913,"['Coffee', 'Sugar', 'Tomato Sauce']","['Cheese', 'Pasta', 'Milk']",3,3
"Cheese, Pasta, Milk","Coffee, Sugar, Tomato Sauce",0.02,0.3703703703703704,7.652280379553107,0.0173864,1.5113647058823532,"['Cheese', 'Pasta', 'Milk']","['Coffee', 'Sugar', 'Tomato Sauce']",3,3
"Coffee, Jam, Milk, Butter","Sugar, Bread",0.0248,0.6888888888888889,7.6204523107177975,0.021545599999999998,2.9237142857142855,"['Coffee', 'Jam', 'Milk', 'Butter']","['Sugar', 'Bread']",4,2
"Sugar, Bread","Coffee, Jam, Milk, Butter",0.0248,0.2743362831858407,7.6204523107177975,0.021545599999999998,1.3284390243902438,"['Sugar', 'Bread']","['Coffee', 'Jam', 'Milk', 'Butter']",2,4
"Coffee, Tomato Sauce","Cheese, Pasta, Milk",0.0268,0.41104294478527614,7.611906384912522,0.0232792,1.6062291666666668,"['Coffee', 'Tomato Sauce']","['Cheese', 'Pasta', 'Milk']",2,3
"Cheese, Pasta, Milk","Coffee, Tomato Sauce",0.0268,0.4962962962962963,7.611906384912521,0.0232792,1.8558529411764704,"['Cheese', 'Pasta', 'Milk']","['Coffee', 'Tomato Sauce']",3,2
"Cheese, Coffee, Pasta, Sugar","Tomato Sauce, Milk",0.02,0.8064516129032259,7.551045064636946,0.01735136,4.614866666666668,"['Cheese', 'Coffee', 'Pasta', 'Sugar']","['Tomato Sauce', 'Milk']",4,2
"Jam, Baby Wipes","Diapers, Bread",0.022,0.41666666666666663,7.494004796163069,0.01906432,1.6189714285714285,"['Jam', 'Baby Wipes']","['Diapers', 'Bread']",2,2
"Diapers, Bread","Jam, Baby Wipes",0.022,0.39568345323741005,7.494004796163069,0.01906432,1.5673904761904762,"['Diapers', 'Bread']","['Jam', 'Baby Wipes']",2,2
"Coffee, Jam","Sugar, Milk, Butter",0.0256,0.392638036809816,7.49309230553084,0.02218352,1.5601898989898992,"['Coffee', 'Jam']","['Sugar', 'Milk', 'Butter']",2,3
"Sugar, Milk, Butter","Coffee, Jam",0.0256,0.48854961832061067,7.493092305530839,0.02218352,1.8277432835820893,"['Sugar', 'Milk', 'Butter']","['Coffee', 'Jam']",3,2
"Sugar, Jam, Milk","Coffee, Butter",0.0256,0.653061224489796,7.489234225800413,0.022181760000000002,2.631011764705883,"['Sugar', 'Jam', 'Milk']","['Coffee', 'Butter']",3,2
"Coffee, Butter","Sugar, Jam, Milk",0.0256,0.29357798165137616,7.489234225800413,0.022181760000000002,1.3600935064935065,"['Coffee', 'Butter']","['Sugar', 'Jam', 'Milk']",2,3
"Coffee, Pasta","Cheese, Sugar, Milk",0.0204,0.34693877551020413,7.477128782547504,0.017671680000000002,1.4602000000000002,"['Coffee', 'Pasta']","['Cheese', 'Sugar', 'Milk']",2,3
"Cheese, Sugar, Milk","Coffee, Pasta",0.0204,0.43965517241379315,7.477128782547503,0.017671680000000002,1.6796800000000003,"['Cheese', 'Sugar', 'Milk']","['Coffee', 'Pasta']",3,2
"Cheese, Coffee, Pasta","Tomato Sauce, Milk",0.0268,0.7976190476190477,7.468343142500446,0.02321152,4.413458823529413,"['Cheese', 'Coffee', 'Pasta']","['Tomato Sauce', 'Milk']",3,2
"Tomato Sauce, Milk","Cheese, Coffee, Pasta",0.0268,0.250936329588015,7.468343142500446,0.02321152,1.290144,"['Tomato Sauce', 'Milk']","['Cheese', 'Coffee', 'Pasta']",2,3
"Coffee, Water, Butter","Sugar, Bread",0.0216,0.675,7.466814159292037,0.0187072,2.798769230769231,"['Coffee', 'Water', 'Butter']","['Sugar', 'Bread']",3,2
"Sugar, Bread","Coffee, Water, Butter",0.0216,0.23893805309734517,7.466814159292037,0.0187072,1.2719069767441862,"['Sugar', 'Bread']","['Coffee', 'Water', 'Butter']",2,3
"Cheese, Sugar","Coffee, Pasta, Tomato Sauce, Milk",0.02,0.29239766081871343,7.383779313603874,0.01729136,1.3572595041322315,"['Cheese', 'Sugar']","['Coffee', 'Pasta', 'Tomato Sauce', 'Milk']",2,4
"Coffee, Pasta, Tomato Sauce, Milk","Cheese, Sugar",0.02,0.505050505050505,7.383779313603873,0.01729136,1.8822122448979588,"['Coffee', 'Pasta', 'Tomato Sauce', 'Milk']","['Cheese', 'Sugar']",4,2
"Coffee, Bread","Sugar, Jam, Milk",0.026,0.28761061946902655,7.337005598699657,0.02245632,1.3487006211180124,"['Coffee', 'Bread']","['Sugar', 'Jam', 'Milk']",2,3
"Sugar, Jam, Milk","Coffee, Bread",0.026,0.6632653061224489,7.3370055986996565,0.02245632,2.701236363636363,"['Sugar', 'Jam', 'Milk']","['Coffee', 'Bread']",3,2
"Coffee, Pasta, Tomato Sauce","Cheese, Sugar",0.0244,0.5,7.309941520467836,0.02106208,1.8632,"['Coffee', 'Pasta', 'Tomato Sauce']","['Cheese', 'Sugar']",3,2
"Cheese, Sugar","Coffee, Pasta, Tomato Sauce",0.0244,0.35672514619883045,7.309941520467836,0.02106208,1.4786836363636364,"['Cheese', 'Sugar']","['Coffee', 'Pasta', 'Tomato Sauce']",2,3
"Coffee, Baby Wipes","Diapers, Milk",0.0236,0.45384615384615384,7.273175542406312,0.0203552,1.716732394366197,"['Coffee', 'Baby Wipes']","['Diapers', 'Milk']",2,2
"Diapers, Milk","Coffee, Baby Wipes",0.0236,0.3782051282051282,7.273175542406312,0.0203552,1.5246185567010309,"['Diapers', 'Milk']","['Coffee', 'Baby Wipes']",2,2
"Coffee, Milk, Bread, Butter","Sugar, Jam",0.0248,0.4492753623188406,7.246376811594203,0.0213776,1.7032105263157893,"['Coffee', 'Milk', 'Bread', 'Butter']","['Sugar', 'Jam']",4,2
"Sugar, Jam","Coffee, Milk, Bread, Butter",0.0248,0.39999999999999997,7.246376811594202,0.0213776,1.5746666666666664,"['Sugar', 'Jam']","['Coffee', 'Milk', 'Bread', 'Butter']",2,4
"Coffee, Jam, Milk","Sugar, Bread, Butter",0.0248,0.5,7.225433526011561,0.02136768,1.8616,"['Coffee', 'Jam', 'Milk']","['Sugar', 'Bread', 'Butter']",3,3
"Sugar, Bread, Butter","Coffee, Jam, Milk",0.0248,0.3583815028901734,7.22543352601156,0.02136768,1.481254054054054,"['Sugar', 'Bread', 'Butter']","['Coffee', 'Jam', 'Milk']",3,3
"Jam, Diapers","Bread, Baby Wipes",0.022,0.5499999999999999,7.161458333333333,0.018928,2.0515555555555554,"['Jam', 'Diapers']","['Bread', 'Baby Wipes']",2,2
"Bread, Baby Wipes","Jam, Diapers",0.022,0.2864583333333333,7.161458333333333,0.018928,1.3454014598540145,"['Bread', 'Baby Wipes']","['Jam', 'Diapers']",2,2
"Pasta, Milk","Cheese, Sugar, Tomato Sauce",0.0232,0.24786324786324784,7.122507122507122,0.019942719999999997,1.2832772727272728,"['Pasta', 'Milk']","['Cheese', 'Sugar', 'Tomato Sauce']",2,3
"Cheese, Sugar, Tomato Sauce","Pasta, Milk",0.0232,0.6666666666666666,7.1225071225071215,0.019942719999999997,2.7192,"['Cheese', 'Sugar', 'Tomato Sauce']","['Pasta', 'Milk']",3,2
"Sugar, Jam","Coffee, Bread, Butter",0.0316,0.5096774193548388,7.0788530465949835,0.027136000000000004,1.8926315789473689,"['Sugar', 'Jam']","['Coffee', 'Bread', 'Butter']",2,3
"Coffee, Bread, Butter","Sugar, Jam",0.0316,0.43888888888888894,7.078853046594983,0.027136000000000004,1.6716831683168316,"['Coffee', 'Bread', 'Butter']","['Sugar', 'Jam']",3,2
"Coffee, Bread","Sugar, Butter",0.0532,0.588495575221239,7.073264125255276,0.04567872,2.2279225806451617,"['Coffee', 'Bread']","['Sugar', 'Butter']",2,2
"Sugar, Butter","Coffee, Bread",0.0532,0.6394230769230769,7.0732641252552755,0.04567872,2.5226239999999995,"['Sugar', 'Butter']","['Coffee', 'Bread']",2,2
"Coffee, Milk, Bread","Sugar, Butter",0.0408,0.5862068965517242,7.045755968169762,0.035009280000000004,2.2156000000000007,"['Coffee', 'Milk', 'Bread']","['Sugar', 'Butter']",3,2
"Sugar, Butter","Coffee, Milk, Bread",0.0408,0.4903846153846154,7.045755968169762,0.035009280000000004,1.825690566037736,"['Sugar', 'Butter']","['Coffee', 'Milk', 'Bread']",2,3
"Cheese, Coffee, Milk","Pasta, Sugar, Tomato Sauce",0.02,0.352112676056338,7.04225352112676,0.01716,1.4663043478260869,"['Cheese', 'Coffee', 'Milk']","['Pasta', 'Sugar', 'Tomato Sauce']",3,3
"Pasta, Sugar, Tomato Sauce","Cheese, Coffee, Milk",0.02,0.39999999999999997,7.042253521126759,0.01716,1.5719999999999998,"['Pasta', 'Sugar', 'Tomato Sauce']","['Cheese', 'Coffee', 'Milk']",3,3
"Jam, Tomato Sauce","Pasta, Bread",0.0296,0.4900662251655629,7.041181396056939,0.02539616,1.8245506493506496,"['Jam', 'Tomato Sauce']","['Pasta', 'Bread']",2,2
"Pasta, Bread","Jam, Tomato Sauce",0.0296,0.4252873563218391,7.041181396056939,0.02539616,1.6349040000000001,"['Pasta', 'Bread']","['Jam', 'Tomato Sauce']",2,2
"Sugar, Water, Bread","Coffee, Butter",0.0216,0.6136363636363636,7.037114261884904,0.01853056,2.3625411764705886,"['Sugar', 'Water', 'Bread']","['Coffee', 'Butter']",3,2
"Coffee, Butter","Sugar, Water, Bread",0.0216,0.24770642201834864,7.037114261884904,0.01853056,1.2824780487804879,"['Coffee', 'Butter']","['Sugar', 'Water', 'Bread']",2,3
"Cheese, Tea","Wine, Cookies",0.02,0.3067484662576688,7.035515281139192,0.01715728,1.3795858407079646,"['Cheese', 'Tea']","['Wine', 'Cookies']",2,2
"Wine, Cookies","Cheese, Tea",0.02,0.45871559633027525,7.035515281139191,0.01715728,1.7270033898305084,"['Wine', 'Cookies']","['Cheese', 'Tea']",2,2
"Coffee, Bread","Sugar, Water, Butter",0.0216,0.23893805309734517,7.02758979698074,0.018526400000000002,1.2692790697674419,"['Coffee', 'Bread']","['Sugar', 'Water', 'Butter']",2,3
"Sugar, Water, Butter","Coffee, Bread",0.0216,0.6352941176470588,7.027589796980739,0.018526400000000002,2.494064516129032,"['Sugar', 'Water', 'Butter']","['Coffee', 'Bread']",3,2
"Soda, Diapers","Beer, Baby Wipes",0.0228,0.5277777777777778,7.018321513002364,0.01955136,1.9584,"['Soda', 'Diapers']","['Beer', 'Baby Wipes']",2,2
"Beer, Baby Wipes","Soda, Diapers",0.0228,0.30319148936170215,7.018321513002364,0.01955136,1.3731175572519083,"['Beer', 'Baby Wipes']","['Soda', 'Diapers']",2,2
"Coffee, Jam","Sugar, Bread, Butter",0.0316,0.48466257668711665,7.003794460796484,0.027088160000000003,1.8061952380952384,"['Coffee', 'Jam']","['Sugar', 'Bread', 'Butter']",2,3
"Sugar, Bread, Butter","Coffee, Jam",0.0316,0.4566473988439307,7.003794460796484,0.027088160000000003,1.7204297872340426,"['Sugar', 'Bread', 'Butter']","['Coffee', 'Jam']",3,2
"Tea, Butter","Cookies, Bread",0.0396,0.543956043956044,6.973795435333898,0.0339216,2.0217349397590367,"['Tea', 'Butter']","['Cookies', 'Bread']",2,2
"Cookies, Bread","Tea, Butter",0.0396,0.5076923076923078,6.973795435333898,0.0339216,1.8833750000000005,"['Cookies', 'Bread']","['Tea', 'Butter']",2,2
"Sugar, Baby Wipes","Diapers, Milk",0.024,0.43165467625899284,6.917542888765912,0.02053056,1.6497012658227848,"['Sugar', 'Baby Wipes']","['Diapers', 'Milk']",2,2
"Diapers, Milk","Sugar, Baby Wipes",0.024,0.38461538461538464,6.917542888765911,0.02053056,1.5346499999999998,"['Diapers', 'Milk']","['Sugar', 'Baby Wipes']",2,2
"Pasta, Jam","Tomato Sauce, Butter",0.0296,0.5826771653543308,6.903757883345151,0.025312480000000002,2.1939849056603777,"['Pasta', 'Jam']","['Tomato Sauce', 'Butter']",2,2
"Tomato Sauce, Butter","Pasta, Jam",0.0296,0.35071090047393366,6.903757883345151,0.025312480000000002,1.461906569343066,"['Tomato Sauce', 'Butter']","['Pasta', 'Jam']",2,2
"Cheese, Coffee","Pasta, Sugar, Milk",0.0204,0.28491620111731847,6.848947142243233,0.017421440000000003,1.3402625000000001,"['Cheese', 'Coffee']","['Pasta', 'Sugar', 'Milk']",2,3
"Pasta, Sugar, Milk","Cheese, Coffee",0.0204,0.4903846153846154,6.848947142243232,0.017421440000000003,1.821766037735849,"['Pasta', 'Sugar', 'Milk']","['Cheese', 'Coffee']",3,2
"Coffee, Milk, Butter","Sugar, Bread",0.0408,0.6181818181818182,6.838294448913918,0.034833600000000006,2.382285714285714,"['Coffee', 'Milk', 'Butter']","['Sugar', 'Bread']",3,2
"Sugar, Bread","Coffee, Milk, Butter",0.0408,0.4513274336283186,6.838294448913918,0.034833600000000006,1.7022903225806452,"['Sugar', 'Bread']","['Coffee', 'Milk', 'Butter']",2,3
"Wine, Coffee","Cheese, Sugar",0.02,0.4672897196261683,6.831721047166202,0.01707248,1.7487929824561406,"['Wine', 'Coffee']","['Cheese', 'Sugar']",2,2
"Cheese, Sugar","Wine, Coffee",0.02,0.29239766081871343,6.831721047166202,0.01707248,1.3527371900826446,"['Cheese', 'Sugar']","['Wine', 'Coffee']",2,2
"Milk, Sugar, Bread","Coffee, Jam",0.026,0.4452054794520548,6.8283048995713935,0.022192319999999998,1.684948148148148,"['Milk', 'Sugar', 'Bread']","['Coffee', 'Jam']",3,2
"Coffee, Jam","Milk, Sugar, Bread",0.026,0.39877300613496935,6.828304899571393,0.022192319999999998,1.566130612244898,"['Coffee', 'Jam']","['Milk', 'Sugar', 'Bread']",2,3
"Pasta, Sugar, Tomato Sauce","Cheese, Coffee",0.0244,0.488,6.815642458100559,0.02082,1.81328125,"['Pasta', 'Sugar', 'Tomato Sauce']","['Cheese', 'Coffee']",3,2
"Cheese, Coffee","Pasta, Sugar, Tomato Sauce",0.0244,0.34078212290502796,6.815642458100559,0.02082,1.4411016949152542,"['Cheese', 'Coffee']","['Pasta', 'Sugar', 'Tomato Sauce']",2,3
"Cheese, Tomato Sauce, Milk","Pasta, Sugar",0.0232,0.40277777777777773,6.803678678678677,0.019790079999999998,1.5752930232558136,"['Cheese', 'Tomato Sauce', 'Milk']","['Pasta', 'Sugar']",3,2
"Pasta, Sugar","Cheese, Tomato Sauce, Milk",0.0232,0.39189189189189183,6.803678678678677,0.019790079999999998,1.5497244444444445,"['Pasta', 'Sugar']","['Cheese', 'Tomato Sauce', 'Milk']",2,3
"Coffee, Butter","Sugar, Bread",0.0532,0.6100917431192661,6.748802468133475,0.045317119999999995,2.332856470588235,"['Coffee', 'Butter']","['Sugar', 'Bread']",2,2
"Sugar, Bread","Coffee, Butter",0.0532,0.588495575221239,6.748802468133475,0.045317119999999995,2.2182021505376346,"['Sugar', 'Bread']","['Coffee', 'Butter']",2,2
"Cheese, Sugar, Milk","Coffee, Tomato Sauce",0.0204,0.43965517241379315,6.743177491009098,0.017374720000000003,1.6682584615384617,"['Cheese', 'Sugar', 'Milk']","['Coffee', 'Tomato Sauce']",3,2
"Coffee, Tomato Sauce","Cheese, Sugar, Milk",0.0204,0.3128834355828221,6.743177491009098,0.017374720000000003,1.3878285714285714,"['Coffee', 'Tomato Sauce']","['Cheese', 'Sugar', 'Milk']",2,3
"Cookies, Butter","Tea, Bread",0.0396,0.5129533678756477,6.71404931774408,0.03370192,1.8963276595744682,"['Cookies', 'Butter']","['Tea', 'Bread']",2,2
"Tea, Bread","Cookies, Butter",0.0396,0.518324607329843,6.714049317744079,0.03370192,1.915813043478261,"['Tea', 'Bread']","['Cookies', 'Butter']",2,2
"Pasta, Jam","Tomato Sauce, Bread",0.0296,0.5826771653543308,6.621331424481032,0.025129600000000002,2.1853584905660384,"['Pasta', 'Jam']","['Tomato Sauce', 'Bread']",2,2
